#Date,Inv,Psum,Pmax
21.10.17,3,21116,0
21.10.17,4,18583,0
21.10.17,5,17852,0
21.10.17,6,18331,0
21.10.17,7,27072,0
21.10.17,8,12754,0
21.10.17,9,15591,0
20.10.17,0,16773,0
20.10.17,1,16154,0
20.10.17,2,15378,0
20.10.17,3,20305,0
20.10.17,4,17440,0
20.10.17,5,16961,0
20.10.17,6,17242,0
20.10.17,7,25515,0
20.10.17,8,12037,0
20.10.17,9,15073,0
19.10.17,0,16844,0
19.10.17,1,16222,0
19.10.17,2,15485,0
19.10.17,3,20523,0
19.10.17,4,17496,0
19.10.17,5,16899,0
19.10.17,6,17293,0
19.10.17,7,25591,0
19.10.17,8,12071,0
19.10.17,9,15135,0
18.10.17,0,17727,0
18.10.17,1,17057,0
18.10.17,2,16314,0
18.10.17,3,21679,0
18.10.17,4,18568,0
18.10.17,5,17709,0
18.10.17,6,18320,0
18.10.17,7,27121,0
18.10.17,8,12776,0
18.10.17,9,15135,0
17.10.17,0,19029,0
17.10.17,1,18293,0
17.10.17,2,17409,0
17.10.17,3,23042,0
17.10.17,4,19992,0
17.10.17,5,19065,0
17.10.17,6,19693,0
17.10.17,7,29136,0
17.10.17,8,13724,0
17.10.17,9,16705,0
16.10.17,0,13316,0
16.10.17,1,12944,0
16.10.17,2,12720,0
16.10.17,3,17135,0
16.10.17,4,13070,0
16.10.17,5,12680,0
16.10.17,6,13075,0
16.10.17,7,19558,0
16.10.17,8,9250,0
16.10.17,9,11520,0
15.10.17,0,14555,0
15.10.17,1,14166,0
15.10.17,2,13931,0
15.10.17,3,18724,0
15.10.17,4,14264,0
15.10.17,5,14086,0
15.10.17,6,14207,0
15.10.17,7,21228,0
15.10.17,8,10086,0
15.10.17,9,12684,0
14.10.17,0,16904,0
14.10.17,1,16369,0
14.10.17,2,16073,0
14.10.17,3,21578,0
14.10.17,4,17280,0
14.10.17,5,16360,0
14.10.17,6,17046,0
14.10.17,7,25319,0
14.10.17,8,11960,0
14.10.17,9,14942,0
13.10.17,0,20021,0
13.10.17,1,19295,0
13.10.17,2,18381,0
13.10.17,3,24431,0
13.10.17,4,20642,0
13.10.17,5,19776,0
13.10.17,6,20361,0
13.10.17,7,30171,0
13.10.17,8,14251,0
13.10.17,9,17383,0
12.10.17,0,19899,0
12.10.17,1,19180,0
12.10.17,2,18327,0
12.10.17,3,24407,0
12.10.17,4,20412,0
12.10.17,5,19631,0
12.10.17,6,20151,0
12.10.17,7,29884,0
12.10.17,8,14122,0
12.10.17,9,17404,0
11.10.17,0,19116,0
11.10.17,1,18461,0
11.10.17,2,17662,0
11.10.17,3,23518,0
11.10.17,4,19369,0
11.10.17,5,18973,0
11.10.17,6,19180,0
11.10.17,7,28505,0
11.10.17,8,13490,0
11.10.17,9,16647,0
10.10.17,0,17553,0
10.10.17,1,16939,0
10.10.17,2,16375,0
10.10.17,3,22042,0
10.10.17,4,17545,0
10.10.17,5,17007,0
10.10.17,6,17474,0
10.10.17,7,26016,0
10.10.17,8,12329,0
10.10.17,9,15239,0
09.10.17,0,12760,0
09.10.17,1,12552,0
09.10.17,2,12473,0
09.10.17,3,16888,0
09.10.17,4,11832,0
09.10.17,5,11866,0
09.10.17,6,11864,0
09.10.17,7,17912,0
09.10.17,8,8562,0
09.10.17,9,10884,0
08.10.17,0,13808,0
08.10.17,1,13486,0
08.10.17,2,13397,0
08.10.17,3,17964,0
08.10.17,4,13296,0
08.10.17,5,12752,0
08.10.17,6,13266,0
08.10.17,7,19887,0
08.10.17,8,9445,0
08.10.17,9,11901,0
07.10.17,0,16158,0
07.10.17,1,15631,0
07.10.17,2,15238,0
07.10.17,3,20519,0
07.10.17,4,15723,0
07.10.17,5,15396,0
07.10.17,6,15696,0
07.10.17,7,23434,0
07.10.17,8,11144,0
07.10.17,9,13837,0
06.10.17,0,22005,0
06.10.17,1,21152,0
06.10.17,2,20283,0
06.10.17,3,27125,0
06.10.17,4,22343,0
06.10.17,5,21433,0
06.10.17,6,21995,0
06.10.17,7,32653,0
06.10.17,8,15459,0
06.10.17,9,18832,0
05.10.17,0,22266,0
05.10.17,1,21459,0
05.10.17,2,20634,0
05.10.17,3,27626,0
05.10.17,4,22550,0
05.10.17,5,21609,0
05.10.17,6,22220,0
05.10.17,7,32982,0
05.10.17,8,15646,0
05.10.17,9,19313,0
04.10.17,0,21929,0
04.10.17,1,21131,0
04.10.17,2,20325,0
04.10.17,3,27342,0
04.10.17,4,22116,0
04.10.17,5,21217,0
04.10.17,6,21814,0
04.10.17,7,32426,0
04.10.17,8,15397,0
04.10.17,9,19043,0
03.10.17,0,20285,0
03.10.17,1,19658,0
03.10.17,2,18984,0
03.10.17,3,25685,0
03.10.17,4,19944,0
03.10.17,5,19903,0
03.10.17,6,19736,0
03.10.17,7,29472,0
03.10.17,8,14051,0
03.10.17,9,17434,0
02.10.17,0,5435,0
02.10.17,1,5369,0
02.10.17,2,5352,0
02.10.17,3,7454,0
02.10.17,4,4808,0
02.10.17,5,4849,0
02.10.17,6,4884,0
02.10.17,7,7543,0
02.10.17,8,3563,0
02.10.17,9,4689,0
01.10.17,0,13223,0
01.10.17,1,12848,0
01.10.17,2,12381,0
01.10.17,3,16715,0
01.10.17,4,12464,0
01.10.17,5,12503,0
01.10.17,6,12476,0
01.10.17,7,18786,0
01.10.17,8,8988,0
01.10.17,9,11019,0
30.09.17,0,18707,0
30.09.17,1,17976,0
30.09.17,2,17166,0
30.09.17,3,23184,0
30.09.17,4,18341,0
30.09.17,5,18262,0
30.09.17,6,18216,0
30.09.17,7,27282,0
30.09.17,8,13038,0
30.09.17,9,15709,0
29.09.17,0,18708,0
29.09.17,1,17989,0
29.09.17,2,17299,0
29.09.17,3,23355,0
29.09.17,4,18419,0
29.09.17,5,17993,0
29.09.17,6,18295,0
29.09.17,7,27360,0
29.09.17,8,13048,0
29.09.17,9,15882,0
28.09.17,0,19047,0
28.09.17,1,18262,0
28.09.17,2,17534,0
28.09.17,3,23543,0
28.09.17,4,18815,0
28.09.17,5,18211,0
28.09.17,6,18618,0
28.09.17,7,27898,0
28.09.17,8,13278,0
28.09.17,9,16156,0
27.09.17,0,22825,0
27.09.17,1,21753,0
27.09.17,2,20715,0
27.09.17,3,28082,0
27.09.17,4,22785,0
27.09.17,5,21977,0
27.09.17,6,22510,0
27.09.17,7,33528,0
27.09.17,8,15957,0
27.09.17,9,18925,0
26.09.17,0,13095,0
26.09.17,1,12842,0
26.09.17,2,12693,0
26.09.17,3,17189,0
26.09.17,4,12610,0
26.09.17,5,12603,0
26.09.17,6,12513,0
26.09.17,7,18805,0
26.09.17,8,8979,0
26.09.17,9,11663,0
25.09.17,0,21205,0
25.09.17,1,20461,0
25.09.17,2,19801,0
25.09.17,3,26945,0
25.09.17,4,20941,0
25.09.17,5,20419,0
25.09.17,6,20699,0
25.09.17,7,30918,0
25.09.17,8,14767,0
25.09.17,9,18510,0
24.09.17,0,21072,0
24.09.17,1,20258,0
24.09.17,2,19593,0
24.09.17,3,26623,0
24.09.17,4,21239,0
24.09.17,5,20394,0
24.09.17,6,20912,0
24.09.17,7,31116,0
24.09.17,8,14796,0
24.09.17,9,18475,0
23.09.17,0,21857,0
23.09.17,1,21006,0
23.09.17,2,20416,0
23.09.17,3,27865,0
23.09.17,4,21777,0
23.09.17,5,20925,0
23.09.17,6,21508,0
23.09.17,7,32070,0
23.09.17,8,15262,0
23.09.17,9,18992,0
22.09.17,0,23238,0
22.09.17,1,22293,0
22.09.17,2,21567,0
22.09.17,3,29384,0
22.09.17,4,23089,0
22.09.17,5,22311,0
22.09.17,6,22820,0
22.09.17,7,34060,0
22.09.17,8,16213,0
22.09.17,9,20176,0
21.09.17,0,19382,0
21.09.17,1,18693,0
21.09.17,2,18299,0
21.09.17,3,24841,0
21.09.17,4,18979,0
21.09.17,5,18372,0
21.09.17,6,18783,0
21.09.17,7,28087,0
21.09.17,8,13350,0
21.09.17,9,16973,0
20.09.17,0,20959,0
20.09.17,1,20219,0
20.09.17,2,19636,0
20.09.17,3,26889,0
20.09.17,4,20481,0
20.09.17,5,20068,0
20.09.17,6,20313,0
20.09.17,7,30378,0
20.09.17,8,14486,0
20.09.17,9,18114,0
19.09.17,0,19956,0
19.09.17,1,19354,0
19.09.17,2,18889,0
19.09.17,3,25698,0
19.09.17,4,19296,0
19.09.17,5,18935,0
19.09.17,6,19164,0
19.09.17,7,28690,0
19.09.17,8,13672,0
19.09.17,9,17378,0
18.09.17,0,18923,0
18.09.17,1,18488,0
18.09.17,2,18152,0
18.09.17,3,24541,0
18.09.17,4,18383,0
18.09.17,5,17994,0
18.09.17,6,18200,0
18.09.17,7,27233,0
18.09.17,8,12969,0
18.09.17,9,16577,0
17.09.17,0,17638,0
17.09.17,1,17073,0
17.09.17,2,16581,0
17.09.17,3,22790,0
17.09.17,4,16892,0
17.09.17,5,16768,0
17.09.17,6,16813,0
17.09.17,7,25214,0
17.09.17,8,12038,0
17.09.17,9,15014,0
16.09.17,0,21519,0
16.09.17,1,20835,0
16.09.17,2,20325,0
16.09.17,3,27751,0
16.09.17,4,20852,0
16.09.17,5,20437,0
16.09.17,6,20677,0
16.09.17,7,30969,0
16.09.17,8,14798,0
16.09.17,9,18329,0
15.09.17,0,22482,0
15.09.17,1,21712,0
15.09.17,2,21142,0
15.09.17,3,28977,0
15.09.17,4,21927,0
15.09.17,5,21326,0
15.09.17,6,21684,0
15.09.17,7,32434,0
15.09.17,8,15472,0
15.09.17,9,19008,0
14.09.17,0,23936,0
14.09.17,1,23066,0
14.09.17,2,22437,0
14.09.17,3,30851,0
14.09.17,4,23335,0
14.09.17,5,22671,0
14.09.17,6,23075,0
14.09.17,7,34529,0
14.09.17,8,16490,0
14.09.17,9,19946,0
13.09.17,0,23749,0
13.09.17,1,22891,0
13.09.17,2,22285,0
13.09.17,3,30721,0
13.09.17,4,23034,0
13.09.17,5,22441,0
13.09.17,6,22794,0
13.09.17,7,34114,0
13.09.17,8,16313,0
13.09.17,9,19833,0
12.09.17,0,23558,0
12.09.17,1,22724,0
12.09.17,2,22135,0
12.09.17,3,30412,0
12.09.17,4,22718,0
12.09.17,5,22191,0
12.09.17,6,22533,0
12.09.17,7,33744,0
12.09.17,8,16126,0
12.09.17,9,19828,0
11.09.17,0,23420,0
11.09.17,1,22634,0
11.09.17,2,22085,0
11.09.17,3,30296,0
11.09.17,4,22534,0
11.09.17,5,22073,0
11.09.17,6,22350,0
11.09.17,7,33471,0
11.09.17,8,16013,0
11.09.17,9,19624,0
10.09.17,0,23392,0
10.09.17,1,22639,0
10.09.17,2,22124,0
10.09.17,3,30328,0
10.09.17,4,22428,0
10.09.17,5,21949,0
10.09.17,6,22262,0
10.09.17,7,33332,0
10.09.17,8,15949,0
10.09.17,9,19603,0
09.09.17,0,25327,0
09.09.17,1,24403,0
09.09.17,2,23835,0
09.09.17,3,32932,0
09.09.17,4,24436,0
09.09.17,5,23738,0
09.09.17,6,24179,0
09.09.17,7,36162,0
09.09.17,8,17302,0
09.09.17,9,21024,0
08.09.17,0,24228,0
08.09.17,1,23399,0
08.09.17,2,22964,0
08.09.17,3,31544,0
08.09.17,4,23265,0
08.09.17,5,22537,0
08.09.17,6,23058,0
08.09.17,7,34513,0
08.09.17,8,16494,0
08.09.17,9,20079,0
07.09.17,0,26961,0
07.09.17,1,26001,0
07.09.17,2,25456,0
07.09.17,3,35142,0
07.09.17,4,26025,0
07.09.17,5,25281,0
07.09.17,6,25731,0
07.09.17,7,38516,0
07.09.17,8,18414,0
07.09.17,9,22329,0
06.09.17,0,12433,0
06.09.17,1,11936,0
06.09.17,2,11643,0
06.09.17,3,16503,0
06.09.17,4,11213,0
06.09.17,5,11210,0
06.09.17,6,11305,0
06.09.17,7,17179,0
06.09.17,8,8217,0
06.09.17,9,10121,0
05.09.17,0,25658,0
05.09.17,1,24792,0
05.09.17,2,24320,0
05.09.17,3,33659,0
05.09.17,4,24427,0
05.09.17,5,23921,0
05.09.17,6,24279,0
05.09.17,7,36445,0
05.09.17,8,17476,0
05.09.17,9,21027,0
04.09.17,0,26478,0
04.09.17,1,25596,0
04.09.17,2,25102,0
04.09.17,3,34693,0
04.09.17,4,25209,0
04.09.17,5,24596,0
04.09.17,6,25050,0
04.09.17,7,37554,0
04.09.17,8,18030,0
04.09.17,9,21790,0
03.09.17,0,26997,0
03.09.17,1,26073,0
03.09.17,2,25598,0
03.09.17,3,35378,0
03.09.17,4,25815,0
03.09.17,5,25129,0
03.09.17,6,25579,0
03.09.17,7,38316,0
03.09.17,8,18384,0
03.09.17,9,22251,0
02.09.17,0,27521,0
02.09.17,1,26601,0
02.09.17,2,26167,0
02.09.17,3,36194,0
02.09.17,4,26239,0
02.09.17,5,25568,0
02.09.17,6,26030,0
02.09.17,7,39002,0
02.09.17,8,18741,0
02.09.17,9,22718,0
01.09.17,0,27751,0
01.09.17,1,26833,0
01.09.17,2,26418,0
01.09.17,3,36589,0
01.09.17,4,26416,0
01.09.17,5,25749,0
01.09.17,6,26209,0
01.09.17,7,39312,0
01.09.17,8,18890,0
01.09.17,9,22795,0
31.08.17,0,25776,0
31.08.17,1,24921,0
31.08.17,2,24557,0
31.08.17,3,34078,0
31.08.17,4,24270,0
31.08.17,5,24199,0
31.08.17,6,24200,0
31.08.17,7,36394,0
31.08.17,8,17527,0
31.08.17,9,21123,0
30.08.17,0,24864,0
30.08.17,1,24204,0
30.08.17,2,23943,0
30.08.17,3,32934,0
30.08.17,4,23331,0
30.08.17,5,22953,0
30.08.17,6,23247,0
30.08.17,7,34959,0
30.08.17,8,16794,0
30.08.17,9,20524,0
29.08.17,0,24483,0
29.08.17,1,23789,0
29.08.17,2,23565,0
29.08.17,3,32494,0
29.08.17,4,22889,0
29.08.17,5,22557,0
29.08.17,6,22804,0
29.08.17,7,34314,0
29.08.17,8,16481,0
29.08.17,9,20272,0
28.08.17,0,27684,0
28.08.17,1,26897,0
28.08.17,2,26560,0
28.08.17,3,36716,0
28.08.17,4,26043,0
28.08.17,5,25495,0
28.08.17,6,25871,0
28.08.17,7,38851,0
28.08.17,8,18680,0
28.08.17,9,22660,0
27.08.17,0,28277,0
27.08.17,1,27450,0
27.08.17,2,27198,0
27.08.17,3,37450,0
27.08.17,4,26603,0
27.08.17,5,26009,0
27.08.17,6,26414,0
27.08.17,7,39716,0
27.08.17,8,19086,0
27.08.17,9,23220,0
26.08.17,0,28987,0
26.08.17,1,28157,0
26.08.17,2,27932,0
26.08.17,3,38668,0
26.08.17,4,27208,0
26.08.17,5,26611,0
26.08.17,6,27024,0
26.08.17,7,40648,0
26.08.17,8,19588,0
26.08.17,9,23839,0
25.08.17,0,28739,0
25.08.17,1,27941,0
25.08.17,2,27729,0
25.08.17,3,38412,0
25.08.17,4,26860,0
25.08.17,5,26350,0
25.08.17,6,26727,0
25.08.17,7,40246,0
25.08.17,8,19392,0
25.08.17,9,23544,0
24.08.17,0,27660,0
24.08.17,1,26902,0
24.08.17,2,26693,0
24.08.17,3,36864,0
24.08.17,4,25737,0
24.08.17,5,25259,0
24.08.17,6,25636,0
24.08.17,7,38582,0
24.08.17,8,18568,0
24.08.17,9,22601,0
23.08.17,0,25720,0
23.08.17,1,25115,0
23.08.17,2,24917,0
23.08.17,3,34198,0
23.08.17,4,23690,0
23.08.17,5,23319,0
23.08.17,6,23702,0
23.08.17,7,35687,0
23.08.17,8,17171,0
23.08.17,9,21164,0
22.08.17,0,26220,0
22.08.17,1,25522,0
22.08.17,2,25378,0
22.08.17,3,34841,0
22.08.17,4,24162,0
22.08.17,5,23948,0
22.08.17,6,24180,0
22.08.17,7,36461,0
22.08.17,8,17540,0
22.08.17,9,21313,0
21.08.17,0,23199,0
21.08.17,1,22529,0
21.08.17,2,22439,0
21.08.17,3,31235,0
21.08.17,4,21132,0
21.08.17,5,21173,0
21.08.17,6,21204,0
21.08.17,7,32072,0
21.08.17,8,15470,0
21.08.17,9,18673,0
20.08.17,0,28381,0
20.08.17,1,27740,0
20.08.17,2,27618,0
20.08.17,3,38103,0
20.08.17,4,26183,0
20.08.17,5,25812,0
20.08.17,6,26144,0
20.08.17,7,39354,0
20.08.17,8,18992,0
20.08.17,9,23032,0
19.08.17,0,27046,0
19.08.17,1,26393,0
19.08.17,2,26346,0
19.08.17,3,36264,0
19.08.17,4,24962,0
19.08.17,5,24644,0
19.08.17,6,24955,0
19.08.17,7,37583,0
19.08.17,8,18104,0
19.08.17,9,21870,0
18.08.17,0,27010,0
18.08.17,1,26446,0
18.08.17,2,26256,0
18.08.17,3,36088,0
18.08.17,4,24834,0
18.08.17,5,24521,0
18.08.17,6,24795,0
18.08.17,7,37345,0
18.08.17,8,18013,0
18.08.17,9,21806,0
17.08.17,0,21115,0
17.08.17,1,20826,0
17.08.17,2,20714,0
17.08.17,3,27942,0
17.08.17,4,19582,0
17.08.17,5,19169,0
17.08.17,6,19503,0
17.08.17,7,29389,0
17.08.17,8,14095,0
17.08.17,9,17518,0
16.08.17,0,24076,0
16.08.17,1,23521,0
16.08.17,2,23340,0
16.08.17,3,32124,0
16.08.17,4,21980,0
16.08.17,5,21673,0
16.08.17,6,22013,0
16.08.17,7,33212,0
16.08.17,8,15991,0
16.08.17,9,19744,0
15.08.17,0,27770,0
15.08.17,1,27139,0
15.08.17,2,27055,0
15.08.17,3,37165,0
15.08.17,4,25494,0
15.08.17,5,25214,0
15.08.17,6,25498,0
15.08.17,7,38449,0
15.08.17,8,18533,0
15.08.17,9,22692,0
14.08.17,0,27988,0
14.08.17,1,27361,0
14.08.17,2,27298,0
14.08.17,3,37353,0
14.08.17,4,25609,0
14.08.17,5,25313,0
14.08.17,6,25589,0
14.08.17,7,38589,0
14.08.17,8,18615,0
14.08.17,9,22867,0
13.08.17,0,27698,0
13.08.17,1,27143,0
13.08.17,2,27057,0
13.08.17,3,36546,0
13.08.17,4,25317,0
13.08.17,5,25017,0
13.08.17,6,25321,0
13.08.17,7,38216,0
13.08.17,8,18424,0
13.08.17,9,23073,0
12.08.17,0,23745,0
12.08.17,1,23171,0
12.08.17,2,23127,0
12.08.17,3,31544,0
12.08.17,4,21706,0
12.08.17,5,21451,0
12.08.17,6,21737,0
12.08.17,7,32672,0
12.08.17,8,15791,0
12.08.17,9,19605,0
11.08.17,0,27696,0
11.08.17,1,27163,0
11.08.17,2,27051,0
11.08.17,3,36896,0
11.08.17,4,25302,0
11.08.17,5,25012,0
11.08.17,6,25235,0
11.08.17,7,38081,0
11.08.17,8,18372,0
11.08.17,9,22640,0
10.08.17,0,29307,0
10.08.17,1,28664,0
10.08.17,2,28679,0
10.08.17,3,39292,0
10.08.17,4,26730,0
10.08.17,5,26377,0
10.08.17,6,26683,0
10.08.17,7,40306,0
10.08.17,8,19497,0
10.08.17,9,23793,0
09.08.17,0,29640,0
09.08.17,1,28960,0
09.08.17,2,28982,0
09.08.17,3,39645,0
09.08.17,4,26977,0
09.08.17,5,26640,0
09.08.17,6,26932,0
09.08.17,7,40723,0
09.08.17,8,19682,0
09.08.17,9,24009,0
08.08.17,0,25962,0
08.08.17,1,25504,0
08.08.17,2,25485,0
08.08.17,3,34623,0
08.08.17,4,23616,0
08.08.17,5,23317,0
08.08.17,6,23583,0
08.08.17,7,35608,0
08.08.17,8,17187,0
08.08.17,9,21060,0
07.08.17,0,22769,0
07.08.17,1,22579,0
07.08.17,2,22524,0
07.08.17,3,30324,0
07.08.17,4,20629,0
07.08.17,5,20291,0
07.08.17,6,20599,0
07.08.17,7,31115,0
07.08.17,8,15010,0
07.08.17,9,18483,0
06.08.17,0,26669,0
06.08.17,1,26252,0
06.08.17,2,26093,0
06.08.17,3,35500,0
06.08.17,4,24150,0
06.08.17,5,24215,0
06.08.17,6,24162,0
06.08.17,7,36495,0
06.08.17,8,17617,0
06.08.17,9,21655,0
05.08.17,0,18217,0
05.08.17,1,17776,0
05.08.17,2,17680,0
05.08.17,3,24407,0
05.08.17,4,16071,0
05.08.17,5,16206,0
05.08.17,6,16239,0
05.08.17,7,24640,0
05.08.17,8,11891,0
05.08.17,9,14699,0
04.08.17,0,15963,0
04.08.17,1,15753,0
04.08.17,2,15629,0
04.08.17,3,21073,0
04.08.17,4,14215,0
04.08.17,5,14267,0
04.08.17,6,14292,0
04.08.17,7,21700,0
04.08.17,8,10421,0
04.08.17,9,13126,0
03.08.17,0,27705,0
03.08.17,1,27183,0
03.08.17,2,27049,0
03.08.17,3,36818,0
03.08.17,4,25254,0
03.08.17,5,25000,0
03.08.17,6,25214,0
03.08.17,7,37987,0
03.08.17,8,18371,0
03.08.17,9,22668,0
02.08.17,0,28942,0
02.08.17,1,28281,0
02.08.17,2,28376,0
02.08.17,3,38749,0
02.08.17,4,26353,0
02.08.17,5,26090,0
02.08.17,6,26306,0
02.08.17,7,39715,0
02.08.17,8,19220,0
02.08.17,9,23526,0
01.08.17,0,29997,0
01.08.17,1,29385,0
01.08.17,2,29630,0
01.08.17,3,40473,0
01.08.17,4,27270,0
01.08.17,5,26975,0
01.08.17,6,27230,0
01.08.17,7,41144,0
01.08.17,8,19963,0
01.08.17,9,24398,0
31.07.17,0,31378,0
31.07.17,1,30731,0
31.07.17,2,31075,0
31.07.17,3,42463,0
31.07.17,4,28384,0
31.07.17,5,28085,0
31.07.17,6,28368,0
31.07.17,7,42896,0
31.07.17,8,20839,0
31.07.17,9,25649,0
30.07.17,0,30957,0
30.07.17,1,30333,0
30.07.17,2,30660,0
30.07.17,3,41832,0
30.07.17,4,28037,0
30.07.17,5,27795,0
30.07.17,6,28023,0
30.07.17,7,42351,0
30.07.17,8,20581,0
30.07.17,9,25167,0
29.07.17,0,27672,0
29.07.17,1,27087,0
29.07.17,2,27309,0
29.07.17,3,37130,0
29.07.17,4,25049,0
29.07.17,5,24709,0
29.07.17,6,25056,0
29.07.17,7,37811,0
29.07.17,8,18308,0
29.07.17,9,22463,0
28.07.17,0,28645,0
28.07.17,1,27996,0
28.07.17,2,28068,0
28.07.17,3,37676,0
28.07.17,4,25667,0
28.07.17,5,25512,0
28.07.17,6,25798,0
28.07.17,7,39042,0
28.07.17,8,18880,0
28.07.17,9,23218,0
27.07.17,0,29971,0
27.07.17,1,29251,0
27.07.17,2,29523,0
27.07.17,3,40107,0
27.07.17,4,26827,0
27.07.17,5,26780,0
27.07.17,6,26906,0
27.07.17,7,40756,0
27.07.17,8,19716,0
27.07.17,9,24125,0
26.07.17,0,30112,0
26.07.17,1,29457,0
26.07.17,2,29736,0
26.07.17,3,40481,0
26.07.17,4,26944,0
26.07.17,5,26853,0
26.07.17,6,27051,0
26.07.17,7,40960,0
26.07.17,8,19833,0
26.07.17,9,24311,0
25.07.17,0,30405,0
25.07.17,1,29757,0
25.07.17,2,30109,0
25.07.17,3,40920,0
25.07.17,4,27292,0
25.07.17,5,27188,0
25.07.17,6,27348,0
25.07.17,7,41400,0
25.07.17,8,20054,0
25.07.17,9,24486,0
24.07.17,0,31420,0
24.07.17,1,30750,0
24.07.17,2,30938,0
24.07.17,3,42102,0
24.07.17,4,28185,0
24.07.17,5,27996,0
24.07.17,6,28192,0
24.07.17,7,42664,0
24.07.17,8,20696,0
24.07.17,9,25338,0
23.07.17,0,31642,0
23.07.17,1,30961,0
23.07.17,2,31305,0
23.07.17,3,42560,0
23.07.17,4,28398,0
23.07.17,5,28193,0
23.07.17,6,28395,0
23.07.17,7,42942,0
23.07.17,8,20871,0
23.07.17,9,25342,0
22.07.17,0,22836,0
22.07.17,1,22587,0
22.07.17,2,22614,0
22.07.17,3,30708,0
22.07.17,4,20436,0
22.07.17,5,20591,0
22.07.17,6,20506,0
22.07.17,7,31086,0
22.07.17,8,14983,0
22.07.17,9,18773,0
21.07.17,0,29397,0
21.07.17,1,28982,0
21.07.17,2,29315,0
21.07.17,3,39639,0
21.07.17,4,26330,0
21.07.17,5,26199,0
21.07.17,6,26381,0
21.07.17,7,39941,0
21.07.17,8,19343,0
21.07.17,9,23854,0
20.07.17,0,28303,0
20.07.17,1,27861,0
20.07.17,2,28306,0
20.07.17,3,38431,0
20.07.17,4,25278,0
20.07.17,5,25109,0
20.07.17,6,25368,0
20.07.17,7,38415,0
20.07.17,8,18609,0
20.07.17,9,22939,0
19.07.17,0,27529,0
19.07.17,1,27014,0
19.07.17,2,27517,0
19.07.17,3,37547,0
19.07.17,4,24310,0
19.07.17,5,24291,0
19.07.17,6,24520,0
19.07.17,7,37246,0
19.07.17,8,18035,0
19.07.17,9,22099,0
18.07.17,0,31240,0
18.07.17,1,30707,0
18.07.17,2,31263,0
18.07.17,3,42478,0
18.07.17,4,27698,0
18.07.17,5,27603,0
18.07.17,6,27845,0
18.07.17,7,42195,0
18.07.17,8,20487,0
18.07.17,9,25023,0
17.07.17,0,28303,0
17.07.17,1,27588,0
17.07.17,2,27884,0
17.07.17,3,37566,0
17.07.17,4,24840,0
17.07.17,5,24721,0
17.07.17,6,24915,0
17.07.17,7,37767,0
17.07.17,8,18315,0
17.07.17,9,22482,0
16.07.17,0,23265,0
16.07.17,1,23058,0
16.07.17,2,23206,0
16.07.17,3,31371,0
16.07.17,4,20919,0
16.07.17,5,20633,0
16.07.17,6,20952,0
16.07.17,7,31722,0
16.07.17,8,15220,0
16.07.17,9,19349,0
15.07.17,0,30001,0
15.07.17,1,29476,0
15.07.17,2,29948,0
15.07.17,3,40477,0
15.07.17,4,26715,0
15.07.17,5,26612,0
15.07.17,6,26791,0
15.07.17,7,40531,0
15.07.17,8,19599,0
15.07.17,9,24463,0
14.07.17,0,29953,0
14.07.17,1,29641,0
14.07.17,2,30043,0
14.07.17,3,40578,0
14.07.17,4,26649,0
14.07.17,5,26537,0
14.07.17,6,26695,0
14.07.17,7,40424,0
14.07.17,8,19556,0
14.07.17,9,24409,0
13.07.17,0,30824,0
13.07.17,1,30295,0
13.07.17,2,30862,0
13.07.17,3,41761,0
13.07.17,4,27444,0
13.07.17,5,27332,0
13.07.17,6,27467,0
13.07.17,7,41595,0
13.07.17,8,20132,0
13.07.17,9,25184,0
12.07.17,0,30706,0
12.07.17,1,30220,0
12.07.17,2,30832,0
12.07.17,3,41674,0
12.07.17,4,27354,0
12.07.17,5,27243,0
12.07.17,6,27395,0
12.07.17,7,41462,0
12.07.17,8,20096,0
12.07.17,9,25090,0
11.07.17,0,31208,0
11.07.17,1,30769,0
11.07.17,2,31431,0
11.07.17,3,42536,0
11.07.17,4,27708,0
11.07.17,5,27617,0
11.07.17,6,27762,0
11.07.17,7,42063,0
11.07.17,8,20397,0
11.07.17,9,25396,0
10.07.17,0,31435,0
10.07.17,1,31000,0
10.07.17,2,31658,0
10.07.17,3,42741,0
10.07.17,4,27973,0
10.07.17,5,27879,0
10.07.17,6,28008,0
10.07.17,7,42423,0
10.07.17,8,20598,0
10.07.17,9,25465,0
09.07.17,0,32081,0
09.07.17,1,31666,0
09.07.17,2,32375,0
09.07.17,3,43751,0
09.07.17,4,28514,0
09.07.17,5,28423,0
09.07.17,6,28579,0
09.07.17,7,43253,0
09.07.17,8,21016,0
09.07.17,9,26033,0
08.07.17,0,30200,0
08.07.17,1,29785,0
08.07.17,2,30461,0
08.07.17,3,41262,0
08.07.17,4,26812,0
08.07.17,5,26685,0
08.07.17,6,26912,0
08.07.17,7,40772,0
08.07.17,8,19782,0
08.07.17,9,24549,0
07.07.17,0,29669,0
07.07.17,1,29444,0
07.07.17,2,30006,0
07.07.17,3,40425,0
07.07.17,4,26318,0
07.07.17,5,26209,0
07.07.17,6,26388,0
07.07.17,7,40037,0
07.07.17,8,19398,0
07.07.17,9,24261,0
06.07.17,0,32668,0
06.07.17,1,32145,0
06.07.17,2,32959,0
06.07.17,3,44582,0
06.07.17,4,28957,0
06.07.17,5,28850,0
06.07.17,6,29020,0
06.07.17,7,44027,0
