#Date,Inv,Psum,Pmax
06.07.17,8,21400,0
06.07.17,9,26638,0
05.07.17,0,27808,0
05.07.17,1,27459,0
05.07.17,2,27967,0
05.07.17,3,37677,0
05.07.17,4,24482,0
05.07.17,5,24430,0
05.07.17,6,24632,0
05.07.17,7,11801,0
05.07.17,8,18132,0
05.07.17,9,22482,0
04.07.17,0,30587,0
04.07.17,1,30244,0
04.07.17,2,30987,0
04.07.17,3,42019,0
04.07.17,4,26775,0
04.07.17,5,26812,0
04.07.17,6,27039,0
04.07.17,7,41104,0
04.07.17,8,19934,0
04.07.17,9,24561,0
03.07.17,0,31668,0
03.07.17,1,31261,0
03.07.17,2,32010,0
03.07.17,3,43199,0
03.07.17,4,27872,0
03.07.17,5,27814,0
03.07.17,6,27977,0
03.07.17,7,42445,0
03.07.17,8,20623,0
03.07.17,9,25552,0
02.07.17,0,32233,0
02.07.17,1,31886,0
02.07.17,2,32700,0
02.07.17,3,44047,0
02.07.17,4,28431,0
02.07.17,5,28334,0
02.07.17,6,28505,0
02.07.17,7,43170,0
02.07.17,8,21012,0
02.07.17,9,26140,0
01.07.17,0,32179,0
01.07.17,1,31811,0
01.07.17,2,32585,0
01.07.17,3,43967,0
01.07.17,4,28347,0
01.07.17,5,28288,0
01.07.17,6,28433,0
01.07.17,7,43152,0
01.07.17,8,20998,0
01.07.17,9,25924,0
30.06.17,0,30791,0
30.06.17,1,30416,0
30.06.17,2,31177,0
30.06.17,3,41332,0
30.06.17,4,27137,0
30.06.17,5,26999,0
30.06.17,6,27229,0
30.06.17,7,41010,0
30.06.17,8,20088,0
30.06.17,9,25148,0
29.06.17,0,32936,0
29.06.17,1,32608,0
29.06.17,2,33458,0
29.06.17,3,45241,0
29.06.17,4,28915,0
29.06.17,5,28870,0
29.06.17,6,29048,0
29.06.17,7,44085,0
29.06.17,8,21482,0
29.06.17,9,26502,0
28.06.17,0,32240,0
28.06.17,1,31895,0
28.06.17,2,32750,0
28.06.17,3,44250,0
28.06.17,4,28294,0
28.06.17,5,28280,0
28.06.17,6,28478,0
28.06.17,7,43245,0
28.06.17,8,21041,0
28.06.17,9,25894,0
27.06.17,0,31572,0
27.06.17,1,31242,0
27.06.17,2,31922,0
27.06.17,3,43055,0
27.06.17,4,27824,0
27.06.17,5,27761,0
27.06.17,6,27973,0
27.06.17,7,42358,0
27.06.17,8,20639,0
27.06.17,9,25305,0
26.06.17,0,32529,0
26.06.17,1,32201,0
26.06.17,2,33005,0
26.06.17,3,44476,0
26.06.17,4,28712,0
26.06.17,5,28637,0
26.06.17,6,28792,0
26.06.17,7,43586,0
26.06.17,8,21267,0
26.06.17,9,26039,0
25.06.17,0,32950,0
25.06.17,1,32626,0
25.06.17,2,33446,0
25.06.17,3,45056,0
25.06.17,4,29098,0
25.06.17,5,29026,0
25.06.17,6,29160,0
25.06.17,7,44175,0
25.06.17,8,21545,0
25.06.17,9,26587,0
24.06.17,0,32540,0
24.06.17,1,32155,0
24.06.17,2,32776,0
24.06.17,3,44240,0
24.06.17,4,28650,0
24.06.17,5,28602,0
24.06.17,6,28740,0
24.06.17,7,43506,0
24.06.17,8,21201,0
24.06.17,9,26459,0
23.06.17,0,32347,0
23.06.17,1,31994,0
23.06.17,2,32808,0
23.06.17,3,44033,0
23.06.17,4,28485,0
23.06.17,5,28406,0
23.06.17,6,28606,0
23.06.17,7,43318,0
23.06.17,8,21074,0
23.06.17,9,26179,0
22.06.17,0,31504,0
22.06.17,1,31128,0
22.06.17,2,31855,0
22.06.17,3,42858,0
22.06.17,4,27805,0
22.06.17,5,27735,0
22.06.17,6,27929,0
22.06.17,7,42297,0
22.06.17,8,20538,0
22.06.17,9,25738,0
21.06.17,0,14374,0
21.06.17,1,14203,0
21.06.17,2,14314,0
21.06.17,3,19413,0
21.06.17,4,12519,0
21.06.17,5,12577,0
21.06.17,6,12662,0
21.06.17,7,19233,0
21.06.17,8,9254,0
21.06.17,9,11975,0
20.06.17,0,10930,0
20.06.17,1,10862,0
20.06.17,2,10919,0
20.06.17,3,14898,0
20.06.17,4,9464,0
20.06.17,5,9394,0
20.06.17,6,9601,0
20.06.17,7,14675,0
20.06.17,8,7024,0
20.06.17,9,9104,0
19.06.17,0,12001,0
19.06.17,1,11663,0
19.06.17,2,12234,0
19.06.17,3,16861,0
19.06.17,4,10372,0
19.06.17,5,10465,0
19.06.17,6,10523,0
19.06.17,7,16151,0
19.06.17,8,7795,0
19.06.17,9,9799,0
18.06.17,0,15075,0
18.06.17,1,14964,0
18.06.17,2,15010,0
18.06.17,3,20230,0
18.06.17,4,13296,0
18.06.17,5,13287,0
18.06.17,6,13411,0
18.06.17,7,20352,0
18.06.17,8,9776,0
18.06.17,9,12488,0
17.06.17,0,29783,0
17.06.17,1,29359,0
17.06.17,2,30031,0
17.06.17,3,40399,0
17.06.17,4,26350,0
17.06.17,5,26264,0
17.06.17,6,26474,0
17.06.17,7,40134,0
17.06.17,8,19458,0
17.06.17,9,24037,0
16.06.17,0,31929,0
16.06.17,1,31528,0
16.06.17,2,32326,0
16.06.17,3,43600,0
16.06.17,4,28176,0
16.06.17,5,28140,0
16.06.17,6,28322,0
16.06.17,7,42963,0
16.06.17,8,20878,0
16.06.17,9,25914,0
15.06.17,0,23277,0
15.06.17,1,22899,0
15.06.17,2,23157,0
15.06.17,3,31314,0
15.06.17,4,20322,0
15.06.17,5,20281,0
15.06.17,6,20515,0
15.06.17,7,31170,0
15.06.17,8,15051,0
15.06.17,9,19016,0
14.06.17,0,30947,0
14.06.17,1,30479,0
14.06.17,2,31281,0
14.06.17,3,42195,0
14.06.17,4,27180,0
14.06.17,5,27143,0
14.06.17,6,27420,0
14.06.17,7,41656,0
14.06.17,8,20177,0
14.06.17,9,24878,0
13.06.17,0,32537,0
13.06.17,1,32142,0
13.06.17,2,32728,0
13.06.17,3,44178,0
13.06.17,4,28769,0
13.06.17,5,28741,0
13.06.17,6,28854,0
13.06.17,7,43706,0
13.06.17,8,21245,0
13.06.17,9,26405,0
12.06.17,0,27729,0
12.06.17,1,27385,0
12.06.17,2,27819,0
12.06.17,3,37565,0
12.06.17,4,24501,0
12.06.17,5,24344,0
12.06.17,6,24575,0
12.06.17,7,37229,0
12.06.17,8,18033,0
12.06.17,9,22426,0
11.06.17,0,28254,0
11.06.17,1,28039,0
11.06.17,2,28237,0
11.06.17,3,37832,0
11.06.17,4,25179,0
11.06.17,5,25138,0
11.06.17,6,25228,0
11.06.17,7,38137,0
11.06.17,8,18454,0
11.06.17,9,23086,0
10.06.17,0,26811,0
10.06.17,1,26337,0
10.06.17,2,26950,0
10.06.17,3,36517,0
10.06.17,4,23539,0
10.06.17,5,23712,0
10.06.17,6,23745,0
10.06.17,7,36104,0
10.06.17,8,17447,0
10.06.17,9,21911,0
09.06.17,0,27307,0
09.06.17,1,26943,0
09.06.17,2,27445,0
09.06.17,3,36961,0
09.06.17,4,23964,0
09.06.17,5,24192,0
09.06.17,6,24254,0
09.06.17,7,36610,0
09.06.17,8,17766,0
09.06.17,9,22203,0
08.06.17,0,26961,0
08.06.17,1,26580,0
08.06.17,2,26875,0
08.06.17,3,36276,0
08.06.17,4,23781,0
08.06.17,5,23668,0
08.06.17,6,23901,0
08.06.17,7,36184,0
08.06.17,8,17511,0
08.06.17,9,21905,0
07.06.17,0,32710,0
07.06.17,1,32307,0
07.06.17,2,33116,0
07.06.17,3,44762,0
07.06.17,4,28840,0
07.06.17,5,28765,0
07.06.17,6,28949,0
07.06.17,7,43866,0
07.06.17,8,21324,0
07.06.17,9,26567,0
06.06.17,0,23982,0
06.06.17,1,23632,0
06.06.17,2,24152,0
06.06.17,3,32720,0
06.06.17,4,20998,0
06.06.17,5,21181,0
06.06.17,6,21196,0
06.06.17,7,32229,0
06.06.17,8,15577,0
06.06.17,9,19474,0
05.06.17,0,20474,0
05.06.17,1,20335,0
05.06.17,2,20416,0
05.06.17,3,27403,0
05.06.17,4,18321,0
05.06.17,5,18008,0
05.06.17,6,18324,0
05.06.17,7,27600,0
05.06.17,8,13342,0
05.06.17,9,16687,0
04.06.17,0,17689,0
04.06.17,1,17588,0
04.06.17,2,17701,0
04.06.17,3,23813,0
04.06.17,4,15452,0
04.06.17,5,15391,0
04.06.17,6,15581,0
04.06.17,7,23702,0
04.06.17,8,11403,0
04.06.17,9,14591,0
03.06.17,0,28118,0
03.06.17,1,27597,0
03.06.17,2,28292,0
03.06.17,3,38302,0
03.06.17,4,24975,0
03.06.17,5,24828,0
03.06.17,6,25064,0
03.06.17,7,37956,0
03.06.17,8,18375,0
03.06.17,9,23018,0
02.06.17,0,25680,0
02.06.17,1,25440,0
02.06.17,2,25877,0
02.06.17,3,34810,0
02.06.17,4,22703,0
02.06.17,5,22543,0
02.06.17,6,22800,0
02.06.17,7,34513,0
02.06.17,8,16699,0
02.06.17,9,20969,0
01.06.17,0,26484,0
01.06.17,1,26005,0
01.06.17,2,26272,0
01.06.17,3,35484,0
01.06.17,4,23568,0
01.06.17,5,23462,0
01.06.17,6,23628,0
01.06.17,7,35682,0
01.06.17,8,17230,0
01.06.17,9,21842,0
31.05.17,0,18631,0
31.05.17,1,18485,0
31.05.17,2,18575,0
31.05.17,3,25050,0
31.05.17,4,16536,0
31.05.17,5,16676,0
31.05.17,6,16629,0
31.05.17,7,25263,0
31.05.17,8,12127,0
31.05.17,9,15650,0
30.05.17,0,21959,0
30.05.17,1,21774,0
30.05.17,2,21992,0
30.05.17,3,29540,0
30.05.17,4,19299,0
30.05.17,5,19070,0
30.05.17,6,19437,0
30.05.17,7,29454,0
30.05.17,8,14202,0
30.05.17,9,18084,0
29.05.17,0,23731,0
29.05.17,1,23463,0
29.05.17,2,23631,0
29.05.17,3,31783,0
29.05.17,4,21207,0
29.05.17,5,20968,0
29.05.17,6,21231,0
29.05.17,7,32091,0
29.05.17,8,15514,0
29.05.17,9,19543,0
28.05.17,0,16540,0
28.05.17,1,16198,0
28.05.17,2,16411,0
28.05.17,3,22520,0
28.05.17,4,14380,0
28.05.17,5,14522,0
28.05.17,6,14545,0
28.05.17,7,22174,0
28.05.17,8,10665,0
28.05.17,9,13549,0
27.05.17,0,16959,0
27.05.17,1,16650,0
27.05.17,2,16784,0
27.05.17,3,22735,0
27.05.17,4,15212,0
27.05.17,5,15183,0
27.05.17,6,15266,0
27.05.17,7,23078,0
27.05.17,8,11067,0
27.05.17,9,14207,0
26.05.17,0,14336,0
26.05.17,1,14163,0
26.05.17,2,14162,0
26.05.17,3,19251,0
26.05.17,4,12772,0
26.05.17,5,12868,0
26.05.17,6,12819,0
26.05.17,7,19479,0
26.05.17,8,9327,0
26.05.17,9,12110,0
25.05.17,0,30372,0
25.05.17,1,29801,0
25.05.17,2,30320,0
25.05.17,3,40883,0
25.05.17,4,27018,0
25.05.17,5,26866,0
25.05.17,6,27100,0
25.05.17,7,41005,0
25.05.17,8,19813,0
25.05.17,9,24944,0
24.05.17,0,32321,0
24.05.17,1,31814,0
24.05.17,2,32390,0
24.05.17,3,43677,0
24.05.17,4,28827,0
24.05.17,5,28706,0
24.05.17,6,28901,0
24.05.17,7,43728,0
24.05.17,8,21141,0
24.05.17,9,26598,0
23.05.17,0,20902,0
23.05.17,1,20500,0
23.05.17,2,21010,0
23.05.17,3,28554,0
23.05.17,4,18487,0
23.05.17,5,18618,0
23.05.17,6,18652,0
23.05.17,7,28340,0
23.05.17,8,13656,0
23.05.17,9,17403,0
22.05.17,0,19935,0
22.05.17,1,19446,0
22.05.17,2,19747,0
22.05.17,3,26800,0
22.05.17,4,17621,0
22.05.17,5,17582,0
22.05.17,6,17768,0
22.05.17,7,26955,0
22.05.17,8,12950,0
22.05.17,9,16692,0
21.05.17,0,14173,0
21.05.17,1,14047,0
21.05.17,2,14068,0
21.05.17,3,18953,0
21.05.17,4,12473,0
21.05.17,5,12124,0
21.05.17,6,12531,0
21.05.17,7,18998,0
21.05.17,8,9123,0
21.05.17,9,11564,0
20.05.17,0,25603,0
20.05.17,1,25071,0
20.05.17,2,25440,0
20.05.17,3,34490,0
20.05.17,4,22735,0
20.05.17,5,22758,0
20.05.17,6,22860,0
20.05.17,7,34595,0
20.05.17,8,16684,0
20.05.17,9,21079,0
19.05.17,0,12926,0
19.05.17,1,12816,0
19.05.17,2,12835,0
19.05.17,3,17391,0
19.05.17,4,11355,0
19.05.17,5,11381,0
19.05.17,6,11444,0
19.05.17,7,17421,0
19.05.17,8,8334,0
19.05.17,9,10800,0
18.05.17,0,20430,0
18.05.17,1,20182,0
18.05.17,2,20173,0
18.05.17,3,27021,0
18.05.17,4,18469,0
18.05.17,5,18227,0
18.05.17,6,18462,0
18.05.17,7,27835,0
18.05.17,8,13318,0
18.05.17,9,16909,0
17.05.17,0,16356,0
17.05.17,1,16205,0
17.05.17,2,16437,0
17.05.17,3,22135,0
17.05.17,4,14305,0
17.05.17,5,14378,0
17.05.17,6,14450,0
17.05.17,7,21959,0
17.05.17,8,10547,0
17.05.17,9,13907,0
16.05.17,0,26008,0
16.05.17,1,25639,0
16.05.17,2,25935,0
16.05.17,3,34709,0
16.05.17,4,23467,0
16.05.17,5,23203,0
16.05.17,6,23454,0
16.05.17,7,35419,0
16.05.17,8,17078,0
16.05.17,9,21493,0
15.05.17,0,27787,0
15.05.17,1,27153,0
15.05.17,2,27602,0
15.05.17,3,37524,0
15.05.17,4,24840,0
15.05.17,5,24947,0
15.05.17,6,24922,0
15.05.17,7,37753,0
15.05.17,8,18227,0
15.05.17,9,22978,0
14.05.17,0,27457,0
14.05.17,1,26907,0
14.05.17,2,27332,0
14.05.17,3,37041,0
14.05.17,4,24664,0
14.05.17,5,24502,0
14.05.17,6,24761,0
14.05.17,7,37399,0
14.05.17,8,18062,0
14.05.17,9,22483,0
13.05.17,0,26100,0
13.05.17,1,25717,0
13.05.17,2,25835,0
13.05.17,3,34718,0
13.05.17,4,23453,0
13.05.17,5,23256,0
13.05.17,6,23536,0
13.05.17,7,35467,0
13.05.17,8,17100,0
13.05.17,9,21497,0
12.05.17,0,29622,0
12.05.17,1,29068,0
12.05.17,2,29219,0
12.05.17,3,39391,0
12.05.17,4,26733,0
12.05.17,5,26477,0
12.05.17,6,26720,0
12.05.17,7,40249,0
12.05.17,8,19422,0
12.05.17,9,24452,0
11.05.17,0,31263,0
11.05.17,1,30624,0
11.05.17,2,31016,0
11.05.17,3,41966,0
11.05.17,4,28405,0
11.05.17,5,28136,0
11.05.17,6,28298,0
11.05.17,7,42655,0
11.05.17,8,20598,0
11.05.17,9,25693,0
10.05.17,0,29723,0
10.05.17,1,29128,0
10.05.17,2,29488,0
10.05.17,3,39940,0
10.05.17,4,26854,0
10.05.17,5,26792,0
10.05.17,6,26930,0
10.05.17,7,40679,0
10.05.17,8,19583,0
10.05.17,9,24547,0
09.05.17,0,15637,0
09.05.17,1,15402,0
09.05.17,2,15401,0
09.05.17,3,20672,0
09.05.17,4,13946,0
09.05.17,5,13593,0
09.05.17,6,13972,0
09.05.17,7,21126,0
09.05.17,8,10110,0
09.05.17,9,12716,0
08.05.17,0,24357,0
08.05.17,1,24086,0
08.05.17,2,24094,0
08.05.17,3,32238,0
08.05.17,4,21904,0
08.05.17,5,21690,0
08.05.17,6,21946,0
08.05.17,7,33181,0
08.05.17,8,15955,0
08.05.17,9,20095,0
07.05.17,0,21948,0
07.05.17,1,21573,0
07.05.17,2,21678,0
07.05.17,3,29551,0
07.05.17,4,19550,0
07.05.17,5,19614,0
07.05.17,6,19677,0
07.05.17,7,29815,0
07.05.17,8,14327,0
07.05.17,9,18075,0
06.05.17,0,18171,0
06.05.17,1,17908,0
06.05.17,2,17925,0
06.05.17,3,29551,0
06.05.17,4,16440,0
06.05.17,5,16386,0
06.05.17,6,16461,0
06.05.17,7,24859,0
06.05.17,8,11897,0
06.05.17,9,15162,0
05.05.17,0,26998,0
05.05.17,1,26348,0
05.05.17,2,26355,0
05.05.17,3,35939,0
05.05.17,4,24650,0
05.05.17,5,24394,0
05.05.17,6,24601,0
05.05.17,7,37051,0
05.05.17,8,17838,0
05.05.17,9,22221,0
04.05.17,0,29087,0
04.05.17,1,28421,0
04.05.17,2,28486,0
04.05.17,3,38711,0
04.05.17,4,26670,0
04.05.17,5,26441,0
04.05.17,6,26572,0
04.05.17,7,39998,0
04.05.17,8,19262,0
04.05.17,9,23990,0
03.05.17,0,26190,0
03.05.17,1,25816,0
03.05.17,2,25765,0
03.05.17,3,34524,0
03.05.17,4,23931,0
03.05.17,5,23745,0
03.05.17,6,23853,0
03.05.17,7,35905,0
03.05.17,8,17251,0
03.05.17,9,21882,0
02.05.17,0,16511,0
02.05.17,1,16283,0
02.05.17,2,16172,0
02.05.17,3,21690,0
02.05.17,4,15170,0
02.05.17,5,15135,0
02.05.17,6,15119,0
02.05.17,7,22778,0
02.05.17,8,10893,0
02.05.17,9,13884,0
01.05.17,0,18101,0
01.05.17,1,17929,0
01.05.17,2,17854,0
01.05.17,3,24069,0
01.05.17,4,16440,0
01.05.17,5,16432,0
01.05.17,6,16418,0
01.05.17,7,24814,0
01.05.17,8,11890,0
01.05.17,9,15712,0
30.04.17,0,21632,0
30.04.17,1,21175,0
30.04.17,2,21172,0
30.04.17,3,28695,0
30.04.17,4,19876,0
30.04.17,5,19630,0
30.04.17,6,19821,0
30.04.17,7,29796,0
30.04.17,8,14302,0
30.04.17,9,18430,0
29.04.17,0,29414,0
29.04.17,1,28753,0
29.04.17,2,28723,0
29.04.17,3,39252,0
29.04.17,4,27122,0
29.04.17,5,26885,0
29.04.17,6,26980,0
29.04.17,7,40532,0
29.04.17,8,19543,0
29.04.17,9,24923,0
28.04.17,0,29405,0
28.04.17,1,28732,0
28.04.17,2,28679,0
28.04.17,3,39247,0
28.04.17,4,27093,0
28.04.17,5,26865,0
28.04.17,6,26958,0
28.04.17,7,40533,0
28.04.17,8,19526,0
28.04.17,9,25017,0
27.04.17,0,29540,0
27.04.17,1,28840,0
27.04.17,2,28764,0
27.04.17,3,39378,0
27.04.17,4,27317,0
27.04.17,5,27066,0
27.04.17,6,27151,0
27.04.17,7,40784,0
27.04.17,8,19638,0
27.04.17,9,25308,0
26.04.17,0,29539,0
26.04.17,1,28814,0
26.04.17,2,28712,0
26.04.17,3,39256,0
26.04.17,4,27395,0
26.04.17,5,27180,0
26.04.17,6,27204,0
26.04.17,7,40856,0
26.04.17,8,19661,0
26.04.17,9,25475,0
25.04.17,0,30166,0
25.04.17,1,29381,0
25.04.17,2,29312,0
25.04.17,3,40131,0
25.04.17,4,28041,0
25.04.17,5,27869,0
25.04.17,6,27830,0
25.04.17,7,41880,0
25.04.17,8,20139,0
25.04.17,9,26179,0
24.04.17,0,15123,0
24.04.17,1,14664,0
24.04.17,2,14693,0
24.04.17,3,20569,0
24.04.17,4,13524,0
24.04.17,5,13637,0
24.04.17,6,13619,0
24.04.17,7,20736,0
24.04.17,8,9938,0
24.04.17,9,13066,0
23.04.17,0,10087,0
23.04.17,1,9891,0
23.04.17,2,9916,0
23.04.17,3,13599,0
23.04.17,4,8976,0
23.04.17,5,9037,0
23.04.17,6,9039,0
23.04.17,7,13774,0
23.04.17,8,6571,0
23.04.17,9,8998,0
22.04.17,0,15047,0
22.04.17,1,14827,0
22.04.17,2,14757,0
22.04.17,3,20070,0
22.04.17,4,13336,0
22.04.17,5,13428,0
22.04.17,6,13404,0
22.04.17,7,20340,0
22.04.17,8,9743,0
22.04.17,9,12971,0
21.04.17,0,5771,0
21.04.17,1,5712,0
21.04.17,2,5694,0
21.04.17,3,7802,0
21.04.17,4,5044,0
21.04.17,5,5053,0
21.04.17,6,5083,0
21.04.17,7,7835,0
21.04.17,8,3695,0
21.04.17,9,5086,0
20.04.17,0,24314,0
20.04.17,1,23759,0
20.04.17,2,23703,0
20.04.17,3,31930,0
20.04.17,4,22511,0
20.04.17,5,22307,0
20.04.17,6,22431,0
20.04.17,7,33732,0
20.04.17,8,16167,0
20.04.17,9,20513,0
19.04.17,0,26876,0
19.04.17,1,26011,0
19.04.17,2,25740,0
19.04.17,3,35410,0
19.04.17,4,25206,0
19.04.17,5,24930,0
19.04.17,6,25044,0
19.04.17,7,37584,0
19.04.17,8,17998,0
19.04.17,9,22577,0
18.04.17,0,14934,0
18.04.17,1,14669,0
18.04.17,2,14506,0
18.04.17,3,19617,0
18.04.17,4,13606,0
18.04.17,5,13675,0
18.04.17,6,13609,0
18.04.17,7,20602,0
18.04.17,8,9848,0
18.04.17,9,12834,0
17.04.17,0,21517,0
17.04.17,1,21140,0
17.04.17,2,21038,0
17.04.17,3,28118,0
17.04.17,4,19765,0
17.04.17,5,19666,0
17.04.17,6,19745,0
17.04.17,7,29743,0
17.04.17,8,14231,0
17.04.17,9,18440,0
16.04.17,0,18059,0
16.04.17,1,17564,0
16.04.17,2,17383,0
16.04.17,3,23520,0
16.04.17,4,16872,0
16.04.17,5,16558,0
16.04.17,6,16759,0
16.04.17,7,25131,0
16.04.17,8,11992,0
16.04.17,9,15480,0
15.04.17,0,23648,0
15.04.17,1,23181,0
15.04.17,2,22938,0
15.04.17,3,30904,0
15.04.17,4,22216,0
15.04.17,5,21870,0
15.04.17,6,22059,0
15.04.17,7,33021,0
15.04.17,8,15773,0
15.04.17,9,20069,0
14.04.17,0,25903,0
14.04.17,1,25342,0
14.04.17,2,24978,0
14.04.17,3,33818,0
14.04.17,4,24342,0
14.04.17,5,24226,0
14.04.17,6,24143,0
14.04.17,7,36153,0
14.04.17,8,17297,0
14.04.17,9,22236,0
13.04.17,0,10216,0
13.04.17,1,10096,0
13.04.17,2,10059,0
13.04.17,3,13644,0
13.04.17,4,9082,0
13.04.17,5,9091,0
13.04.17,6,9112,0
13.04.17,7,13868,0
13.04.17,8,6600,0
13.04.17,9,8870,0
12.04.17,0,11592,0
12.04.17,1,11293,0
12.04.17,2,11195,0
12.04.17,3,15432,0
12.04.17,4,10308,0
12.04.17,5,10320,0
12.04.17,6,10353,0
12.04.17,7,15711,0
12.04.17,8,7496,0
12.04.17,9,10016,0
11.04.17,0,27075,0
11.04.17,1,26155,0
11.04.17,2,25728,0
11.04.17,3,35396,0
11.04.17,4,25740,0
11.04.17,5,25376,0
11.04.17,6,25451,0
11.04.17,7,38080,0
11.04.17,8,18181,0
11.04.17,9,23377,0
10.04.17,0,19523,0
10.04.17,1,19195,0
10.04.17,2,19090,0
10.04.17,3,25591,0
10.04.17,4,18399,0
10.04.17,5,17931,0
10.04.17,6,18262,0
10.04.17,7,27395,0
10.04.17,8,13010,0
10.04.17,9,16949,0
09.04.17,0,16665,0
09.04.17,1,16268,0
09.04.17,2,16204,0
09.04.17,3,21905,0
09.04.17,4,15388,0
09.04.17,5,15162,0
09.04.17,6,15339,0
09.04.17,7,23080,0
09.04.17,8,11025,0
09.04.17,9,14550,0
08.04.17,0,10015,0
08.04.17,1,9726,0
08.04.17,2,9617,0
08.04.17,3,13265,0
08.04.17,4,9106,0
08.04.17,5,9131,0
08.04.17,6,9143,0
08.04.17,7,13859,0
08.04.17,8,6602,0
08.04.17,9,8760,0
07.04.17,0,18483,0
07.04.17,1,17821,0
07.04.17,2,17714,0
07.04.17,3,23411,0
07.04.17,4,17351,0
07.04.17,5,17131,0
07.04.17,6,17269,0
07.04.17,7,25543,0
07.04.17,8,12331,0
07.04.17,9,16073,0
06.04.17,0,18117,0
06.04.17,1,17716,0
06.04.17,2,17436,0
06.04.17,3,23208,0
06.04.17,4,17320,0
06.04.17,5,17085,0
06.04.17,6,17139,0
06.04.17,7,25625,0
06.04.17,8,12170,0
06.04.17,9,16099,0
05.04.17,0,18433,0
05.04.17,1,17954,0
05.04.17,2,17606,0
05.04.17,3,23743,0
05.04.17,4,17115,0
05.04.17,5,17108,0
05.04.17,6,17053,0
05.04.17,7,25566,0
05.04.17,8,12212,0
05.04.17,9,16376,0
04.04.17,0,24852,0
04.04.17,1,24173,0
04.04.17,2,23586,0
04.04.17,3,31679,0
04.04.17,4,23998,0
04.04.17,5,23558,0
04.04.17,6,23646,0
04.04.17,7,35231,0
04.04.17,8,16749,0
04.04.17,9,21846,0
03.04.17,0,25994,0
03.04.17,1,25047,0
03.04.17,2,24396,0
03.04.17,3,33382,0
03.04.17,4,25285,0
03.04.17,5,24793,0
03.04.17,6,24910,0
03.04.17,7,37088,0
03.04.17,8,17669,0
03.04.17,9,22808,0
02.04.17,0,26475,0
02.04.17,1,25425,0
02.04.17,2,24745,0
02.04.17,3,33902,0
02.04.17,4,25813,0
02.04.17,5,25280,0
02.04.17,6,25413,0
02.04.17,7,37825,0
02.04.17,8,18020,0
02.04.17,9,23114,0
01.04.17,0,25834,0
01.04.17,1,24935,0
01.04.17,2,24251,0
01.04.17,3,33049,0
01.04.17,4,25059,0
01.04.17,5,24610,0
01.04.17,6,24717,0
01.04.17,7,36871,0
01.04.17,8,17568,0
01.04.17,9,22732,0
31.03.17,0,13250,0
31.03.17,1,12923,0
31.03.17,2,12664,0
31.03.17,3,17248,0
31.03.17,4,12228,0
31.03.17,5,12157,0
31.03.17,6,12194,0
31.03.17,7,18329,0
31.03.17,8,8731,0
31.03.17,9,11606,0
30.03.17,0,20258,0
30.03.17,1,19719,0
30.03.17,2,19417,0
30.03.17,3,25961,0
30.03.17,4,19650,0
30.03.17,5,19166,0
30.03.17,6,19403,0
30.03.17,7,28892,0
30.03.17,8,13705,0
30.03.17,9,17848,0
29.03.17,0,25576,0
29.03.17,1,24542,0
29.03.17,2,23791,0
29.03.17,3,32526,0
29.03.17,4,25009,0
29.03.17,5,24512,0
29.03.17,6,24603,0
29.03.17,7,36619,0
29.03.17,8,17400,0
29.03.17,9,22235,0
28.03.17,0,25022,0
28.03.17,1,24077,0
28.03.17,2,23350,0
28.03.17,3,31783,0
28.03.17,4,24485,0
28.03.17,5,23980,0
28.03.17,6,24126,0
28.03.17,7,35886,0
28.03.17,8,17032,0
28.03.17,9,22101,0
27.03.17,0,2880,0
27.03.17,1,2721,0
27.03.17,2,2660,0
27.03.17,3,3764,0
27.03.17,4,2636,0
27.03.17,5,2644,0
27.03.17,6,2643,0
27.03.17,7,4000,0
27.03.17,8,1892,0
27.03.17,9,2589,0
